Code,Title,Description,Source
46102,"Wholesale trade, except of motor vehicles and motorcycles","Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals",NIC
46103,"Wholesale trade, except of motor vehicles and motorcycles","Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery",NIC
46109,"Wholesale trade, except of motor vehicles and motorcycles",Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale trade,NIC
46201,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of cereals & pulses,NIC
46202,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of un-manufactured tobacco, paan (betel leaf), opium, ganja, cinchona etc",NIC
46203,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of live animals and poultry,NIC
46204,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of straw, fodder & other animal/poultry feed",NIC
46205,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of flowers and plants,NIC
46206,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of hides, skins and leather",NIC
46207,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of oilseed oleaginous fruits,NIC
46208,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of sugarcane,NIC
46209,"Wholesale trade, except of motor vehicles and motorcycles",Whole sale of other agriculture raw materials n.e.c.,NIC
46301,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of fruits & vegetables,NIC
46302,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of raw milk & dairy products,NIC
46303,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of meat, fish & eggs",NIC
46304,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of confectionery, bakery products and beverages other than intoxicants",NIC
46305,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of edible oils, fats, sugar and processed/manufactured spices etc.",NIC
46306,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of tea, coffee & cocoa",NIC
46307,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of manufactured tobacco & tobacco products,NIC
46308,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of intoxicants like wines and liquors,NIC
46309,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of other basic/manufactured food stuffs n.e.c.,NIC
46411,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",NIC
46412,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of umbrella and clothing accessories,NIC
46413,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of footwear,NIC
46419,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of other clothing items n.e.c.,NIC
46491,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of toiletry, perfumery and cosmetics",NIC
46492,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of metal, porcelain and glass utensils; crockery and chinaware",NIC
46493,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of furniture and fixtures,NIC
46494,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of watches, clocks and optical goods",NIC
46495,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of recorded audio or video tapes, CDs and DVDs",NIC
46496,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of paper and other stationery items; books, magazines and newspapers",NIC
46497,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of pharmaceutical and medical goods,NIC
46498,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of precious metals and jewellery,NIC
46499,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances, n.e.c; photographic equipment, games, toys and sports goods (also includes bicycles, cycle rickshaw, tonga & other non-mechanised vehicles);]",NIC
46511,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of computers and computer peripheral equipment,NIC
46512,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of software,NIC
46521,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of electronic valves and tubes, semiconductor devices, microchips, integrated circuits and printed circuits",NIC
46522,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders",NIC
46523,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of blank audio and video tapes and diskettes, magnetic and optical disks (CDs, DVDs) and parts",NIC
46524,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of telephone, mobile phone and communications equipment and parts",NIC
46529,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of other electronic equipments and parts thereof,NIC
46531,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of tractors used in agriculture and forestry,NIC
46532,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of ploughs, manure spreaders, seeders, harvesters, threshers",NIC
46533,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of milking machines, poultry-keeping machines, bee-keeping machines",NIC
46539,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of other agriculture machinery n.e.c.,NIC
46591,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of office machinery and equipment, except computers and computer peripheral equipment",NIC
46592,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of transport equipment except motor vehicles, motorcycles and bicycles",NIC
46593,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of electrical machinery, equipment and supplies, n.e.c.",NIC
46594,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of construction and civil engineering machinery and equipment,NIC
46595,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of machinery and equipment for the textile, wood and metal industries etc.",NIC
46596,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of scientific, medical and surgical machinery and equipment",NIC
46599,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines",NIC
46610,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of solid, liquid and gaseous fuels and related products",NIC
46620,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of metals and metal ores,NIC
46631,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of wood in the rough and products of primary processing of wood,NIC
46632,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of construction materials (sand, gravel etc.)",NIC
46633,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and other hand tools",NIC
46634,"Wholesale trade, except of motor vehicles and motorcycles","Wholesale of paints, varnishes, and lacquers",NIC
46639,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of other construction equipment n.e.c.,NIC
46691,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of industrial chemicals,NIC
46692,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of fertilizers and agrochemical products,NIC
46693,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of plastic materials in primary forms,NIC
46694,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of rubber,NIC
46695,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of textile fibres etc.,NIC
46696,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of paper in bulk,NIC
46697,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of precious stones,NIC
46699,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale of metal and non-metal waste and scrap n.e.c.,NIC
46901,"Wholesale trade, except of motor vehicles and motorcycles",Wholesale trade via e-commerce excluding activities of commission agents,NIC
46909,"Wholesale trade, except of motor vehicles and motorcycles",Other non-specialised wholesale trade n.e.c.,NIC
47110,"Retail trade, except of motor vehicles and motorcycles","Retail sale in non-specialized stores with food, beverages or tobacco predominating",NIC
47190,"Retail trade, except of motor vehicles and motorcycles",Other retail sale in non-specialized stores,NIC
47211,"Retail trade, except of motor vehicles and motorcycles","Retail sale of cereals and pulses, tea, coffee, spices and flour",NIC
47212,"Retail trade, except of motor vehicles and motorcycles",Retail sale of fresh or preserved fruit and vegetables,NIC
47213,"Retail trade, except of motor vehicles and motorcycles","Retail sale of meat, meat products, poultry products, fish, other seafood and products thereof",NIC
47214,"Retail trade, except of motor vehicles and motorcycles","Retail sale of bakery products, dairy products and eggs",NIC
47215,"Retail trade, except of motor vehicles and motorcycles",Retail sale of sugar confectionery and sweetmeat,NIC
47219,"Retail trade, except of motor vehicles and motorcycles",Retail sale of other food products n.e.c.,NIC
47221,"Retail trade, except of motor vehicles and motorcycles",Retail sale of alcoholic beverages not consumed on the spot,NIC
47222,"Retail trade, except of motor vehicles and motorcycles",Retail sale of non-alcoholic beverages including icecream not for consumption on the premises,NIC
47230,"Retail trade, except of motor vehicles and motorcycles",Retail sale of tobacco products in specialized stores,NIC
47300,"Retail trade, except of motor vehicles and motorcycles",Retail sale of automotive fuel in specialized stores [includes the activity of petrol filling stations.,NIC
47411,"Retail trade, except of motor vehicles and motorcycles",Retail sale of computers and computer peripherals,NIC
47412,"Retail trade, except of motor vehicles and motorcycles",Retail sale of video games,NIC
47413,"Retail trade, except of motor vehicles and motorcycles",Retail sale of non-customized software,NIC
47414,"Retail trade, except of motor vehicles and motorcycles",Retail sale of telecommunication equipment,NIC
47420,"Retail trade, except of motor vehicles and motorcycles",Retail sale of audio and video equipment in specialized stores,NIC
47510,"Retail trade, except of motor vehicles and motorcycles",Retail sale of textiles in specialized stores,NIC
47521,"Retail trade, except of motor vehicles and motorcycles","Retail sale of building material such as bricks, wood, sanitary equipment",NIC
47522,"Retail trade, except of motor vehicles and motorcycles","Retail sale of hardware including paints, varnishes and lacquers and do-it- yourself materials and equipments",NIC
47523,"Retail trade, except of motor vehicles and motorcycles",Retail sale of glass,NIC
47531,"Retail trade, except of motor vehicles and motorcycles","Retail sale of carpets, rugs, curtains and net curtains",NIC
47532,"Retail trade, except of motor vehicles and motorcycles",Retail sale of wallpaper and floor coverings,NIC
47591,"Retail trade, except of motor vehicles and motorcycles",Retail sale of household furniture,NIC
47592,"Retail trade, except of motor vehicles and motorcycles","Retail sale of household utensils and cutlery, crockery, glassware, china and pottery",NIC
47593,"Retail trade, except of motor vehicles and motorcycles","Retail sale of gas stoves, cooking/kitchen appliances",NIC
47594,"Retail trade, except of motor vehicles and motorcycles","Retail sale of refrigerators, washing machines and other electrical/electronic household goods",NIC
47595,"Retail trade, except of motor vehicles and motorcycles",Retail sale of musical instruments,NIC
47599,"Retail trade, except of motor vehicles and motorcycles","Retail sale of other household appliances n.e.c. ( security systems, such as locking devices, safes, and vaults, without installation or maintenance services etc.)",NIC
47611,"Retail trade, except of motor vehicles and motorcycles",Retail sale of books of all kinds,NIC
47612,"Retail trade, except of motor vehicles and motorcycles",Retail sale of newspapers and magazines,NIC
47613,"Retail trade, except of motor vehicles and motorcycles","Retail sale of stationery office supplies such as pens, pencils, paper etc.",NIC
47620,"Retail trade, except of motor vehicles and motorcycles",Retail sale of music and video recordings in specialized stores,NIC
47630,"Retail trade, except of motor vehicles and motorcycles",Retail sale of sporting equipment in specialized stores,NIC
47711,"Retail trade, except of motor vehicles and motorcycles","Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.",NIC
47712,"Retail trade, except of motor vehicles and motorcycles",Retail sale of articles of fur and artificial fur,NIC
47713,"Retail trade, except of motor vehicles and motorcycles",Retail sale of footwear,NIC
47714,"Retail trade, except of motor vehicles and motorcycles",Retail sale of leather goods and travel accessories of leather and leather substitutes,NIC
47721,"Retail trade, except of motor vehicles and motorcycles","Retail sale of pharmaceuticals, medical and orthopaedic goods and toilet articles",NIC
47722,"Retail trade, except of motor vehicles and motorcycles",Retail sale of perfumery and cosmetic articles,NIC
47731,"Retail trade, except of motor vehicles and motorcycles","Retail sale of photographic, optical and precision equipment",NIC
47732,"Retail trade, except of motor vehicles and motorcycles",Retail sale of watches and clocks,NIC
47733,"Retail trade, except of motor vehicles and motorcycles",Retail sale of jewellery and immitation jewellery,NIC
47734,"Retail trade, except of motor vehicles and motorcycles","Retail sale of flowers, plants, pet animals and pet food",NIC
47735,"Retail trade, except of motor vehicles and motorcycles","Retail sale of souvenirs, craftwork and religious articles, stamps and coins",NIC
47736,"Retail trade, except of motor vehicles and motorcycles","Retail sale of household fuel oil, bottled gas, coal and fuel wood",NIC
47737,"Retail trade, except of motor vehicles and motorcycles","Retail sale of seeds, fertilisers, pesticides, machinery equipments and hand tools",NIC
47738,"Retail trade, except of motor vehicles and motorcycles",Activities of commercial art galleries,NIC
47739,"Retail trade, except of motor vehicles and motorcycles","Other retail sale of new goods in specialized stores n.e.c (weapons and ammunition, non food products)",NIC
47740,"Retail trade, except of motor vehicles and motorcycles",Retail sale of second-hand goods,NIC
47810,"Retail trade, except of motor vehicles and motorcycles","Retail sale via stalls and markets of food, beverages and tobacco products",NIC
47820,"Retail trade, except of motor vehicles and motorcycles","Retail sale via stalls and markets of textiles, clothing and footwear",NIC
47890,"Retail trade, except of motor vehicles and motorcycles",Retail sale via stalls and markets of other goods,NIC
47911,"Retail trade, except of motor vehicles and motorcycles",Retail sale via mail order houses,NIC
47912,"Retail trade, except of motor vehicles and motorcycles",Retail sale via e-commerce,NIC
47990,"Retail trade, except of motor vehicles and motorcycles","Other retail sale not in stores, stalls or markets",NIC
49110,Land transport and transport via pipelines,Passenger rail transport,NIC
49120,Land transport and transport via pipelines,Freight rail transport,NIC
49211,Land transport and transport via pipelines,Urban or suburban passenger bus transport (excluding chartered bus),NIC
49212,Land transport and transport via pipelines,Urban or suburban tramways,NIC
49213,Land transport and transport via pipelines,Urban or suburban underground or elevated rillways,NIC
49219,Land transport and transport via pipelines,Other urban or suburban passenger transport n.e.c.,NIC
49221,Land transport and transport via pipelines,Long-distance bus services,NIC
49222,Land transport and transport via pipelines,"Charters, excursions and other occasional coach services",NIC
49223,Land transport and transport via pipelines,Rental of private cars with driver,NIC
49224,Land transport and transport via pipelines,Taxi operation,NIC
49225,Land transport and transport via pipelines,Operation of school buses and buses for transport of employees,NIC
49226,Land transport and transport via pipelines,Passenger transport by man- or animal-drawn vehicles,NIC
49229,Land transport and transport via pipelines,Other non urban passenger land transport n.e.c.,NIC
49231,Land transport and transport via pipelines,Motorised road freight transport,NIC
49232,Land transport and transport via pipelines,Non-motorised road freight transport,NIC
49300,Land transport and transport via pipelines,Transport via pipeline,NIC
50111,Water transport,Sea and coastal ferry service,NIC
50112,Water transport,"Sea and coastal water cruise, water taxis and other sight seeing boats",NIC
50113,Water transport,Sea and coastal long distance water transport,NIC
50119,Water transport,Other sea and coastal water transport n.e.c.,NIC
50120,Water transport,Sea and coastal freight water transport,NIC
50211,Water transport,River ferry service,NIC
50212,Water transport,"River cruise, water taxi, boat services",NIC
50213,Water transport,Long distance river water transport,NIC
50219,Water transport,Other inland water transport n.e.c.,NIC
50220,Water transport,Inland freight water transport,NIC
51101,Air transport,Passenger airways,NIC
51102,Air transport,Helicopter services,NIC
51109,Air transport,Other passenger air-transport n.e.c,NIC
51201,Air transport,Freight air transport services,NIC
51202,Air transport,Launching of satellites and space vehicles and space transport,NIC
52101,Warehousing and support activities for transportation,Warehousing of refrigerated (cold storage),NIC
52102,Warehousing and support activities for transportation,Warehousing non-refrigerated,NIC
52109,Warehousing and support activities for transportation,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]",NIC
52211,Warehousing and support activities for transportation,Car parking including motorcycle and bicycle parking,NIC
52212,Warehousing and support activities for transportation,"Support service at railway stations, bus stations, bridges etc.",NIC
52213,Warehousing and support activities for transportation,Switching and shunting,NIC
52219,Warehousing and support activities for transportation,Other land transport services n.e.c,NIC
52220,Warehousing and support activities for transportation,Service activities incidental to water transportation,NIC
52231,Warehousing and support activities for transportation,"Activities related to air transport of passengers, animals or freight",NIC
52232,Warehousing and support activities for transportation,Firefighting and fire-prevention services at airports,NIC
52241,Warehousing and support activities for transportation,Cargo handling incidental to land transport,NIC
52242,Warehousing and support activities for transportation,Cargo handling incidental to water transport,NIC
52243,Warehousing and support activities for transportation,Cargo handling incidental to air transport,NIC
52291,Warehousing and support activities for transportation,Activities of travel agents and tour operators,NIC
52292,Warehousing and support activities for transportation,Activities of shipping cargo agents,NIC
52293,Warehousing and support activities for transportation,Activities of movers and packers,NIC
52294,Warehousing and support activities for transportation,Weighing of goods,NIC
53100,Postal and courier activities,Postal activities,NIC
53200,Postal and courier activities,Courier activities,NIC
55101,Accommodation,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats",NIC
55102,Accommodation,"Provision of short term lodging facilities to members of a particular organisition such as govt. guest houses, company guest houses, circuit houses and similar establishments",NIC
55109,Accommodation,"Provision of short stay accommodation n.e.c. (e.g. holiday homes, private guest houses etc.)",NIC
55200,Accommodation,"Camping grounds, recreational vehicle parks and trailer parks",NIC
55901,Accommodation,"Accommodation provided by student residences, school dormitories",NIC
55902,Accommodation,Worker hostels and boarding houses,NIC
56101,Food and beverage service activities,Restaurants without bars,NIC
56102,Food and beverage service activities,"Cafeterias, fast-food restaurants and other food preparation in market stalls",NIC
56103,Food and beverage service activities,"Ice cream mobile vendors, mobile food carts",NIC
56104,Food and beverage service activities,"Restaurant and bar activities connected to transportation, when carried out by separate units",NIC
56210,Food and beverage service activities,Event catering,NIC
56291,Food and beverage service activities,Activities of food service contractors (e.g. for transportation companies),NIC
56292,Food and beverage service activities,"Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis",NIC
56301,Food and beverage service activities,Bars and Restaurants with bars,NIC
56302,Food and beverage service activities,Tea/coffee shops,NIC
56303,Food and beverage service activities,Fruit juice bars,NIC
56304,Food and beverage service activities,Mobile beverage vendors,NIC
58111,Publishing activities,"Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias (including on CD-ROM)",NIC
58112,Publishing activities,"Publishing of atlases, maps and charts",NIC
58113,Publishing activities,Publishing of audio books,NIC
58121,Publishing activities,Publishing of mailing lists and telephone directories,NIC
58122,Publishing activities,"Publishing of other directories and compilations, such as case law, pharmaceutical compendia etc.",NIC
58131,Publishing activities,Publishing of newspapers,NIC
58132,Publishing activities,Publishing of journals and periodicals,NIC
58191,Publishing activities,On-line publishing of statistics and other information,NIC
58199,Publishing activities,Other publishing activities (including on-line) n.e.c.,NIC
58201,Publishing activities,Publishing of operating systems and system software,NIC
58202,Publishing activities,Publishing of operating business and other applications,NIC
58203,Publishing activities,Publishing of computer games for all platforms,NIC
59111,"Motion picture, video and television programme production, sound recording and music publishing activities",Production of motion picture,NIC
59112,"Motion picture, video and television programme production, sound recording and music publishing activities",Video production,NIC
59113,"Motion picture, video and television programme production, sound recording and music publishing activities",Production of television programmes or television commercials,NIC
59121,"Motion picture, video and television programme production, sound recording and music publishing activities",Post production activities of motion picture,NIC
59122,"Motion picture, video and television programme production, sound recording and music publishing activities",Post production activities of television programmes or television commercials,NIC
59123,"Motion picture, video and television programme production, sound recording and music publishing activities",Post production activities of video production,NIC
59131,"Motion picture, video and television programme production, sound recording and music publishing activities",Motion picture distribution,NIC
59132,"Motion picture, video and television programme production, sound recording and music publishing activities","Distribution of video tapes, CD and DVDs",NIC
59133,"Motion picture, video and television programme production, sound recording and music publishing activities",Distribution of television programme,NIC
59141,"Motion picture, video and television programme production, sound recording and music publishing activities","Motion picture or video tape projection in cinemas, in the open air or in other projection facilities",NIC
59142,"Motion picture, video and television programme production, sound recording and music publishing activities",Activities of cine-clubs,NIC
59201,"Motion picture, video and television programme production, sound recording and music publishing activities",Activities of sound recording in studio or elsewhere,NIC
59202,"Motion picture, video and television programme production, sound recording and music publishing activities",Activities of misic publishing,NIC
60100,Programming and broadcasting activities,Radio broadcasting,NIC
61101,Telecommunications,"Activities of basic telecom services: telephone, telex and telegraph (includes the activities of STD/ISD booths)",NIC
61102,Telecommunications,Maintenance of telecom network,NIC
61103,Telecommunications,Activities of the cable operators,NIC
61104,Telecommunications,Activities of providing internet access by the operator of the wired infrastructure,NIC
61201,Telecommunications,Activities of Internet access by the operator of the wireless infrastructure,NIC
61202,Telecommunications,"Activities of maintaining and operating pageing, cellur and other tetecommunication networks",NIC
61209,Telecommunications,Activities of other wireless telecommunications activities,NIC
61301,Telecommunications,Activity of Internet access by the operator of the satellite infrastructure,NIC
61309,Telecommunications,Other satellite telecommunications activities,NIC
61900,Telecommunications,Other telecommunications activities,NIC
62011,"Computer programming, consultancy and related activities","Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing",NIC
62012,"Computer programming, consultancy and related activities",Web-page designing,NIC
62013,"Computer programming, consultancy and related activities",Providing software support and maintenance to the clients,NIC
62020,"Computer programming, consultancy and related activities",Computer consultancy and computer facilities management activities,NIC
62091,"Computer programming, consultancy and related activities",Software installation,NIC
62092,"Computer programming, consultancy and related activities",Computer disaster recovery,NIC
62099,"Computer programming, consultancy and related activities",Other information technology and computer service activities n.e.c,NIC
63111,Information service activities,Data processing activities including report writing,NIC
63112,Information service activities,Web hosting activities,NIC
63113,Information service activities,Providing general time-share mainframe facilities to clients,NIC
63114,Information service activities,Providing data entry services,NIC
63119,Information service activities,"Other data processing, hosting and related activities n.e.c.",NIC
63121,Information service activities,Operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily searchable format,NIC
63122,Information service activities,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically updated content",NIC
63910,Information service activities,News agency activities,NIC
63991,Information service activities,Telephone based information services,NIC
63992,Information service activities,Activities of cyber caf̩,NIC
63999,Information service activities,Other information service activities n.e.c.,NIC
64110,"Financial service activities, except insurance and pension funding",Central banking,NIC
64191,"Financial service activities, except insurance and pension funding","Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses",NIC
64192,"Financial service activities, except insurance and pension funding",Activities of specialized institutions granting credit for house purchases that also take deposits,NIC
64199,"Financial service activities, except insurance and pension funding",Other monetary intermediation services n.e.c.,NIC
64200,"Financial service activities, except insurance and pension funding",Activities of holding companies,NIC
64300,"Financial service activities, except insurance and pension funding","Trusts, funds and other financial vehicles",NIC
64910,"Financial service activities, except insurance and pension funding",Financial leasing,NIC
64920,"Financial service activities, except insurance and pension funding",Other credit granting,NIC
64990,"Financial service activities, except insurance and pension funding","Other financial service activities, except insurance and pension funding activities, n.e.c.",NIC
65020,"Insurance, reinsurance and pension funding, except compulsory social security",Reinsurance,NIC
65110,"Insurance, reinsurance and pension funding, except compulsory social security",Life insurance,NIC
65120,"Insurance, reinsurance and pension funding, except compulsory social security",Non-life insurance,NIC
65300,"Insurance, reinsurance and pension funding, except compulsory social security",Pension funding,NIC
66110,Other financial activities,Administration of financial markets,NIC
66120,Other financial activities,Security and commodity contracts brokerage,NIC
66190,Other financial activities,Activities auxiliary to financial service activities n.e.c.,NIC
66210,Other financial activities,Risk and damage evaluation,NIC
66220,Other financial activities,Activities of insurance agents and brokers,NIC
66290,Other financial activities,Other activities auxiliary to insurance and pension funding,NIC
66301,Other financial activities,Management of mutual funds,NIC
66302,Other financial activities,Management of pension funds,NIC
66309,Other financial activities,Management of other investment funds,NIC
68100,Real estate activities,Real estate activities with own or leased property,NIC
68200,Real estate activities,Real estate activities on a fee or contract basis,NIC
69100,Legal and accounting activities,Legal activities,NIC
69201,Legal and accounting activities,"Accounting, bookkeeping and auditing activities",NIC
69202,Legal and accounting activities,Tax consultancy,NIC
70100,Activities of head offices; management consultancy activities,Activities of head offices,NIC
70200,Activities of head offices; management consultancy activities,Management consultancy activities,NIC
71100,Architecture and engineering activities; technical testing and analysis,Architectural and engineering activities and related technical consultancy,NIC
71200,Architecture and engineering activities; technical testing and analysis,Technical testing and analysis,NIC
72100,Scientific research and development,Research and experimental development on natural sciences and engineering,NIC
72200,Scientific research and development,Research and experimental development on social sciences and humanities,NIC
73100,Advertising and market research,Advertising,NIC
73200,Advertising and market research,Market research and public opinion polling,NIC
74101,"Other professional, scientific and technical activities","Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and other fashion goods as well as other personal or household goods",NIC
74102,"Other professional, scientific and technical activities",Activities of interior decorators,NIC
74103,"Other professional, scientific and technical activities",Services of graphic designers,NIC
74109,"Other professional, scientific and technical activities",Other specialized design activities n.e.c.,NIC
74201,"Other professional, scientific and technical activities",Commercial and consumer photograph production,NIC
74202,"Other professional, scientific and technical activities",Photographic film processing,NIC
74203,"Other professional, scientific and technical activities",Activities of photojournalists,NIC
74204,"Other professional, scientific and technical activities",Microfilming of documents,NIC
74209,"Other professional, scientific and technical activities",Other photographic activities,NIC
74901,"Other professional, scientific and technical activities",Business brokerage activities,NIC
74902,"Other professional, scientific and technical activities",Patent brokerage activities,NIC
74903,"Other professional, scientific and technical activities",Weather forecasting activities,NIC
74904,"Other professional, scientific and technical activities",Security consulting,NIC
74909,"Other professional, scientific and technical activities","Other professional, scientific and technical activities n.e.c.",NIC
75000,Veterinary activities,Veterinary activities,NIC
77100,Rental and leasing activities,Renting and leasing of motor vehicles,NIC
77210,Rental and leasing activities,Renting and leasing of recreational and sports goods,NIC
77220,Rental and leasing activities,Renting of video tapes and disks,NIC
77291,Rental and leasing activities,"Renting of tent, furniture, pottery and glass, kitchen and tableware, utensils, household electrical and electronic equipments etc.",NIC
77292,Rental and leasing activities,"Renting of books, journals and magazines",NIC
77293,Rental and leasing activities,"Renting of jewellery, musical instruments, scenery and costumes",NIC
77294,Rental and leasing activities,"Renting of textiles, wearing apparel, footwear, sleeping bag, rucksack, household goods",NIC
77299,Rental and leasing activities,Renting of other personal and household goods n.e.c.,NIC
77301,Rental and leasing activities,"Renting and operational leasing, without operator, of other machinery and equipment that are generally used as capital goods by industries",NIC
77302,Rental and leasing activities,Renting and operational leasing of agricultural and forestry machinery and equipment without operator,NIC
77303,Rental and leasing activities,Renting and operational leasing of construction and civil-engineering machinery and equipment without operator,NIC
77304,Rental and leasing activities,Renting and operational leasing of office machinery and equipment without operator,NIC
77305,Rental and leasing activities,Renting and operational leasing of land-transport equipment (other than motor vehicles) without drivers,NIC
77306,Rental and leasing activities,Renting and operational leasing of water-transport equipment without operator,NIC
77307,Rental and leasing activities,Renting and operational leasing of air transport equipment without operator,NIC
77308,Rental and leasing activities,"Renting of other tangible goods with out operator (includes renting of containers, pallets, animals etc.)",NIC
77309,Rental and leasing activities,Renting and leasing of other machinery and equipment n.e.c. without operator,NIC
77400,Rental and leasing activities,Leasing of nonfinancial intangible assets,NIC
78100,Employment activities,Activities of employment placement agencies,NIC
78200,Employment activities,Temporary employment agency activities,NIC
78300,Employment activities,Human resources provision and management of human resources functions,NIC
79110,"Travel agency, tour operator and other reservation service activities",Travel agency activities,NIC
79120,"Travel agency, tour operator and other reservation service activities",Tour operator activities,NIC
79900,"Travel agency, tour operator and other reservation service activities",Other reservation service and related activities,NIC
80100,Security and investigation activities,Private security activities,NIC
80200,Security and investigation activities,Security systems service activities,NIC
80300,Security and investigation activities,Investigation activities,NIC
81210,Services to buildings and landscape activities,General cleaning of buildings,NIC
81291,Services to buildings and landscape activities,"Cleaning of trains buses, planes etc.",NIC
81292,Services to buildings and landscape activities,Cleaning of industrial machinery,NIC
81299,Services to buildings and landscape activities,Other building and industrial cleaning activities,NIC
81300,Services to buildings and landscape activities,Landscape care and maintenance service activities,NIC
82110,"Office administrative, office support and other business support activities",Combined office administrative service activities,NIC
82191,"Office administrative, office support and other business support activities","Photocopying, duplicating and bluprinting services",NIC
82192,"Office administrative, office support and other business support activities","Document preparation, typing, word processing and desktop publishing sevices",NIC
82199,"Office administrative, office support and other business support activities",Other specialised office support services activities,NIC
82200,"Office administrative, office support and other business support activities",Activities of call centres,NIC
82300,"Office administrative, office support and other business support activities",Organization of conventions and trade shows,NIC
